,X,tree.size,tree.number,sig2.1,sig2.2,sig2.3,sig2.4,theta.1,theta.2,alpha.1,alpha.2,alpha.3,alpha.4,est.sig2.1,est.sig2.2,est.sig2.3,est.sig2.4,est.theta.1,est.theta.2,est.alpha.1,est.alpha.2,est.alpha.3,est.alpha.4,log.likelihood,convergence
3788,44,150,3,1,-0.5,-0.5,0.5,1,2,0.693147181,0.259930193,0,0.34657359,0.881968364,-0.468833059,-0.468833059,0.447411656,1.05822841,1.475963808,0.676504627,0.061295106,0.061295106,0.160583588,-223.3379056,0
3789,45,150,4,1,-0.5,-0.5,0.5,1,2,0.138629436,0,0,0.069314718,49.46331267,-15.57109485,-15.57109485,5.801442726,0.834000799,0.042419127,11.51803481,0.895690877,0.895690877,3.814723567,-403.1991134,0
3790,46,150,4,1,-0.5,-0.5,0.5,1,2,0.138629436,0.051986039,0.051986039,0.069314718,20.71050228,-12.57290256,-12.57290256,14.15911343,0.515712219,0.93987229,4.070286924,0.503651401,0.503651401,5.013016609,-459.2685541,0
3791,47,150,4,1,-0.5,-0.5,0.5,1,2,0.138629436,-0.051986039,-0.051986039,0.069314718,15.35360254,-14.55486958,-14.55486958,23.6336894,0.36820657,0.029859062,4.800829992,0.399464492,0.399464492,10.39592786,-414.7629975,0
3792,48,150,4,1,-0.5,-0.5,0.5,1,2,0.138629436,0.051986039,0,0.069314718,7.939457093,-5.210384989,-5.210384989,33.1849401,-0.265259598,1.083965772,11.47059737,12.46246803,12.46246803,26.56302297,-380.1264877,0
3793,1,150,1,1,0,0,0.5,1,2,0,0,0,0,184.5780823,-23.46229694,-23.46229694,26.10381056,0.902917033,-0.191486935,20.32228869,-4.169253187,-4.169253187,11.65100543,-542.4225546,0
3794,2,150,1,1,0,0,0.5,1,2,0,0,0,0,147.1718837,80.07059406,80.07059406,68.11062924,-1.339568405,-1.259956828,18.94709221,7.662083945,7.662083945,12.02616466,-545.0357098,0
3795,3,150,1,1,0,0,0.5,1,2,0,0,0,0,554.2535762,231.064795,231.064795,99.50657271,-1.358556191,0.077937104,80.20982218,50.20664738,50.20664738,47.48147008,-504.3026705,0
3796,4,150,1,1,0,0,0.5,1,2,0,0,0,0,758.5557641,14.56701048,14.56701048,69.20049677,0.211045615,-0.36001928,120.6629378,-21.64963122,-21.64963122,23.64852589,-566.8904212,0
3797,5,150,2,1,0,0,0.5,1,2,1.386294361,0,0,0.693147181,1.10753293,0.071419383,0.071419383,0.541721571,0.892592407,2.062369471,1.788532745,0.201181629,0.201181629,0.953104413,-196.6036893,0
3798,6,150,2,1,0,0,0.5,1,2,1.386294361,0.519860385,0.519860385,0.693147181,1.415129223,0.082179867,0.082179867,0.508251058,0.953464154,1.963660966,1.87065543,0.891768087,0.891768087,0.923534023,-227.0547732,0
3799,7,150,2,1,0,0,0.5,1,2,1.386294361,-0.519860385,-0.519860385,0.693147181,1.010538288,0.034979021,0.034979021,0.356903779,0.947612967,1.861578208,1.51576578,-0.436886359,-0.436886359,0.483187459,-201.1351825,0
3800,8,150,2,1,0,0,0.5,1,2,1.386294361,0.519860385,0,0.693147181,1.470418072,-0.262849614,-0.262849614,0.409845225,0.981774554,2.013601175,2.405981955,-0.317947622,-0.317947622,0.574499666,-192.6139597,0
3801,9,150,3,1,0,0,0.5,1,2,0.693147181,0,0,0.34657359,7483.342442,6312.657726,6312.657726,5351.465416,1.376334389,1.283303449,4799.363034,4159.045759,4159.045759,3627.254666,-372.9054664,0
3802,10,150,3,1,0,0,0.5,1,2,0.693147181,0.259930193,0.259930193,0.34657359,9.563905175,-87.94704534,-87.94704534,808.737526,0.857573459,1.94880552,46.55342173,111.012468,111.012468,658.2336941,-378.3526586,0
3803,11,150,3,1,0,0,0.5,1,2,0.693147181,-0.259930193,-0.259930193,0.34657359,57.4399869,-102.7027032,-102.7027032,293.3857582,0.501779707,1.181843526,148.7879763,-191.4259677,-191.4259677,292.6748868,-354.1391339,0
3804,12,150,3,1,0,0,0.5,1,2,0.693147181,0.259930193,0,0.34657359,12330.82376,-2118.800993,-2118.800993,365.9252262,0.824647417,1.997399794,8955.856091,-711.2734042,-711.2734042,135.766742,-364.7428093,0
3805,13,150,4,1,0,0,0.5,1,2,0.138629436,0,0,0.069314718,0.769514657,-0.104587861,-0.104587861,0.527524067,0.112537092,0.463914991,0.084631417,-0.023736244,-0.023736244,0.303761293,-294.1932406,0
3806,14,150,4,1,0,0,0.5,1,2,0.138629436,0.051986039,0.051986039,0.069314718,0.917771027,-0.046910769,-0.046910769,0.539514886,0.640459604,0.748998724,0.158184387,0.084705106,0.084705106,0.182452178,-314.305205,0
3807,15,150,4,1,0,0,0.5,1,2,0.138629436,-0.051986039,-0.051986039,0.069314718,0.99443505,0.033494437,0.033494437,0.527524704,-0.109930193,0.420807378,0.166029311,0.109763578,0.109763578,0.210004115,-316.2937195,0
3808,16,150,4,1,0,0,0.5,1,2,0.138629436,0.051986039,0,0.069314718,1.515854417,0.01216375,0.01216375,0.484052456,0.335675789,0.079622388,0.540237483,0.051174457,0.051174457,0.128593161,-321.0947272,0
3809,17,150,1,1,0.5,0.5,0.5,1,2,0,0,0,0,397.4986203,83.1406823,83.1406823,25.61148132,0.579870997,-0.384021316,47.85030192,-5.770426942,-5.770426942,16.03272171,-502.9626281,0
3810,18,150,1,1,0.5,0.5,0.5,1,2,0,0,0,0,101.373821,-17.67694935,-17.67694935,124.230662,1.066871052,-0.325380772,35.35467964,-27.52034722,-27.52034722,51.82872715,-501.2406336,0
3811,19,150,1,1,0.5,0.5,0.5,1,2,0,0,0,0,59.21151472,38.23364715,38.23364715,33.18336723,-0.392944548,-0.455310365,8.250007989,2.673997104,2.673997104,9.063632424,-468.0801567,0
3812,20,150,1,1,0.5,0.5,0.5,1,2,0,0,0,0,259.700871,153.2985637,153.2985637,100.7025283,1.456889852,0.519100124,9.567100072,-0.409411771,-0.409411771,7.347572636,-599.3257201,0
3813,21,150,2,1,0.5,0.5,0.5,1,2,1.386294361,0,0,0.693147181,0.903427166,0.293447385,0.293447385,0.37927133,1.028204957,1.992638526,1.544841054,-0.301617331,-0.301617331,0.812499409,-153.2689046,0
3814,22,150,2,1,0.5,0.5,0.5,1,2,1.386294361,0.519860385,0.519860385,0.693147181,0.995543329,0.560489189,0.560489189,0.60549302,1.085058023,1.65594283,1.51826966,0.753707059,0.753707059,0.95076821,-164.097908,0
3815,23,150,2,1,0.5,0.5,0.5,1,2,1.386294361,-0.519860385,-0.519860385,0.693147181,0.904179361,0.509436188,0.509436188,0.579969433,0.872729168,1.724411478,1.743792914,-0.712925183,-0.712925183,0.981347306,-151.0515176,0
3816,24,150,2,1,0.5,0.5,0.5,1,2,1.386294361,0.519860385,0,0.693147181,1.413300443,0.75901649,0.75901649,0.623344931,0.9719129,1.905750677,1.841714909,0.733508067,0.733508067,0.827214995,-162.3590111,0
3817,25,150,3,1,0.5,0.5,0.5,1,2,0.693147181,0,0,0.34657359,292.8829597,-82.95669547,-82.95669547,23.4968034,0.874516404,1.592820057,405.1828279,-208.4983749,-208.4983749,116.932041,-312.8194463,0
3818,26,150,3,1,0.5,0.5,0.5,1,2,0.693147181,0.259930193,0.259930193,0.34657359,629.3561855,67.41905079,67.41905079,7.222187694,1.158134897,1.691348185,623.5121822,-38.7318094,-38.7318094,15.64060416,-333.8500279,0
3819,27,150,3,1,0.5,0.5,0.5,1,2,0.693147181,-0.259930193,-0.259930193,0.34657359,577.0302675,385.264335,385.264335,257.2284615,0.459365066,0.982231911,240.6868822,23.30008886,23.30008886,72.47139364,-369.192645,0
3820,28,150,3,1,0.5,0.5,0.5,1,2,0.693147181,0.259930193,0,0.34657359,537.3582085,274.9643045,274.9643045,140.6982671,0.953918296,2.088531866,316.4997911,116.1355073,116.1355073,60.05301474,-296.0130622,0
3821,29,150,4,1,0.5,0.5,0.5,1,2,0.138629436,0,0,0.069314718,1.003075889,0.376123235,0.376123235,0.407658383,0.536325118,0.823812574,0.054862808,0.004337329,0.004337329,0.030804404,-288.6518331,0
3822,30,150,4,1,0.5,0.5,0.5,1,2,0.138629436,0.051986039,0.051986039,0.069314718,1.010161135,0.460866865,0.460866865,0.421620992,0.507296063,1.338922928,0.164139623,0.032893563,0.032893563,0.026112001,-263.4924899,0
3823,31,150,4,1,0.5,0.5,0.5,1,2,0.138629436,-0.051986039,-0.051986039,0.069314718,1.382641696,0.638636596,0.638636596,0.584804617,0.373957221,0.522985378,0.296439327,-0.118127868,-0.118127868,0.087787861,-297.2069336,0
3824,32,150,4,1,0.5,0.5,0.5,1,2,0.138629436,0.051986039,0,0.069314718,0.883082135,0.391967395,0.391967395,0.471268889,1.376462095,0.982418767,0.056522486,0.003709327,0.003709327,0.038015563,-286.5175548,0
3825,33,150,1,1,-0.5,-0.5,0.5,1,2,0,0,0,0,449.9995423,-420.9012247,-420.9012247,418.2781225,1.825760016,-0.588848376,46.88756931,-45.91551933,-45.91551933,53.43971783,-573.5176258,0
3826,34,150,1,1,-0.5,-0.5,0.5,1,2,0,0,0,0,112.6801115,-114.3375264,-114.3375264,128.6430072,-1.832103206,1.270101035,16.78388443,-14.69586538,-14.69586538,30.18897962,-465.6026245,0
3827,35,150,1,1,-0.5,-0.5,0.5,1,2,0,0,0,0,114.9671961,-30.40310042,-30.40310042,48.46997853,-0.910578598,-0.206412769,25.54330525,22.26075823,22.26075823,33.12089928,-516.3491524,0
3828,36,150,1,1,-0.5,-0.5,0.5,1,2,0,0,0,0,0.003586006,0.699133475,0.699133475,625.2807871,0.82388903,0.573020457,44.25588304,80.06533433,80.06533433,218.6555312,-495.2511153,0
3829,37,150,2,1,-0.5,-0.5,0.5,1,2,1.386294361,0,0,0.693147181,1.184498075,-0.457332161,-0.457332161,0.448086479,1.001927578,1.996016882,1.802016188,0.223351836,0.223351836,0.720405477,-168.4535841,0
3830,38,150,2,1,-0.5,-0.5,0.5,1,2,1.386294361,0.519860385,0.519860385,0.693147181,0.916095538,-0.42810787,-0.42810787,0.46708234,1.330207928,1.460999938,1.531232827,0.708970118,0.708970118,0.86865416,-160.2189476,0
3831,39,150,2,1,-0.5,-0.5,0.5,1,2,1.386294361,-0.519860385,-0.519860385,0.693147181,1.36847568,-0.870101071,-0.870101071,0.874266517,0.976053616,1.693124177,1.78226732,-1.1729646,-1.1729646,1.380509676,-179.2612128,0
3832,40,150,2,1,-0.5,-0.5,0.5,1,2,1.386294361,0.519860385,0,0.693147181,0.784238021,-0.448411256,-0.448411256,0.479116532,1.036378183,1.8140223,1.008259789,0.071477784,0.071477784,0.424150818,-169.1320775,0
3833,41,150,3,1,-0.5,-0.5,0.5,1,2,0.693147181,0,0,0.34657359,71.34312727,265.8439955,265.8439955,990.6142406,0.995274502,1.794326619,573.3925487,824.1951887,824.1951887,1385.750534,-289.0662926,0
3834,42,150,3,1,-0.5,-0.5,0.5,1,2,0.693147181,0.259930193,0.259930193,0.34657359,334.0194971,-228.0447559,-228.0447559,155.6927399,0.958444447,1.802542045,99.68945741,15.73380551,15.73380551,41.86229161,-403.7656354,0
3835,43,150,3,1,-0.5,-0.5,0.5,1,2,0.693147181,-0.259930193,-0.259930193,0.34657359,47.06174573,-36.67053642,-36.67053642,63.68060527,0.494137624,1.564845985,40.37147441,-19.82232378,-19.82232378,36.3608777,-352.6675379,0
3836,44,150,3,1,-0.5,-0.5,0.5,1,2,0.693147181,0.259930193,0,0.34657359,276.2858834,-202.1321582,-202.1321582,147.8809156,0.943608624,1.734317031,143.9770458,-37.83513949,-37.83513949,47.00916795,-324.3751159,0
3837,45,150,4,1,-0.5,-0.5,0.5,1,2,0.138629436,0,0,0.069314718,0.995310197,-0.506000873,-0.506000873,0.541415646,1.13994793,0.173466153,0.123184342,0.0729057,0.0729057,0.146970104,-278.1071012,0
3838,46,150,4,1,-0.5,-0.5,0.5,1,2,0.138629436,0.051986039,0.051986039,0.069314718,1.2703895,-0.478689856,-0.478689856,0.391623652,1.220673968,0.06408516,0.352494349,0.08013584,0.08013584,0.018218031,-269.1060094,0
3839,47,150,4,1,-0.5,-0.5,0.5,1,2,0.138629436,-0.051986039,-0.051986039,0.069314718,1.069316203,-0.627170659,-0.627170659,0.608869409,0.579038511,0.597543335,0.159438193,-0.124485067,-0.124485067,0.097195545,-272.6132561,0
3840,48,150,4,1,-0.5,-0.5,0.5,1,2,0.138629436,0.051986039,0,0.069314718,1.085894671,-0.614773427,-0.614773427,0.575709665,0.995048176,0.704356864,0.24612966,0.008859151,0.008859151,0.120592949,-260.6266125,0
3841,1,150,1,1,0,0,0.5,1,2,0,0,0,0,1835.640162,632.1442321,632.1442321,2285.82734,-0.392746551,0.69217489,682.0802688,167.5670528,167.5670528,1247.08355,-436.8324056,0
3842,2,150,1,1,0,0,0.5,1,2,0,0,0,0,4704.544249,265.570346,265.570346,2357.522182,-0.558601914,-0.880257574,712.6580554,135.7056342,135.7056342,835.5813144,-543.2760908,0
3843,3,150,1,1,0,0,0.5,1,2,0,0,0,0,296.5871276,-266.9805022,-266.9805022,442.5805165,-0.134399981,0.37427128,46.6796995,-45.81428789,-45.81428789,131.4523296,-533.075284,0
3844,4,150,1,1,0,0,0.5,1,2,0,0,0,0,2217.494993,-1577.147294,-1577.147294,1121.817561,1.01679826,0.151866179,464.8168215,-431.5041245,-431.5041245,468.8216466,-480.2435642,0
3845,5,150,2,1,0,0,0.5,1,2,1.386294361,0,0,0.693147181,29.42616853,102.3915593,102.3915593,435.0102905,0.994384393,1.671051118,35.99183809,136.039258,136.039258,642.5018844,-270.3472324,0
3846,6,150,2,1,0,0,0.5,1,2,1.386294361,0.519860385,0.519860385,0.693147181,195.3141536,-31.27614924,-31.27614924,338.987412,1.168164437,1.794352258,240.5532351,104.0824828,104.0824828,323.1516196,-320.9121671,0
3847,7,150,2,1,0,0,0.5,1,2,1.386294361,-0.519860385,-0.519860385,0.693147181,1444.757655,-487.189344,-487.189344,166.5302768,0.717557095,1.463832451,2757.468254,-1436.359495,-1436.359495,786.9625892,-283.3440029,0
3848,8,150,2,1,0,0,0.5,1,2,1.386294361,0.519860385,0,0.693147181,42.58322893,56.69468549,56.69468549,107.4444775,0.898770418,1.995635105,87.7446271,98.07588052,98.07588052,137.7299121,-287.9548177,0
3849,9,150,3,1,0,0,0.5,1,2,0.693147181,0,0,0.34657359,1201.818772,217.043032,217.043032,750.6928003,1.11215522,1.498263839,870.6832483,74.75988605,74.75988605,620.5280858,-356.9379289,0
3850,10,150,3,1,0,0,0.5,1,2,0.693147181,0.259930193,0.259930193,0.34657359,466.3036825,-154.7381212,-154.7381212,633.3378067,1.423389628,0.978523283,308.9396729,70.47206523,70.47206523,519.6205614,-364.2371109,0
3851,11,150,3,1,0,0,0.5,1,2,0.693147181,-0.259930193,-0.259930193,0.34657359,175.6426915,302.8114582,302.8114582,550.0635951,0.384096072,0.937927968,59.96118984,110.9476627,110.9476627,380.974385,-372.3424322,0
3852,12,150,3,1,0,0,0.5,1,2,0.693147181,0.259930193,0,0.34657359,161.5806793,136.1128407,136.1128407,457.6687471,0.82111986,1.499286511,157.7641449,197.1493195,197.1493195,441.984732,-367.0081301,0
3853,13,150,4,1,0,0,0.5,1,2,0.138629436,0,0,0.069314718,1.349393961,0.012909256,0.012909256,0.408150392,0.363038736,0.256211575,0.282207565,-0.02273944,-0.02273944,0.001832281,-342.2447346,0
3854,14,150,4,1,0,0,0.5,1,2,0.138629436,0.051986039,0.051986039,0.069314718,1.302110628,-0.0233527,-0.0233527,0.535130701,1.198134815,0.521305525,0.461381356,0.040624148,0.040624148,0.112121763,-336.9585384,0
3855,15,150,4,1,0,0,0.5,1,2,0.138629436,-0.051986039,-0.051986039,0.069314718,0.978911753,0.035248141,0.035248141,0.443324113,0.271357765,0.464917792,0.125077664,0.032228853,0.032228853,0.008304436,-336.4116086,0
3856,16,150,4,1,0,0,0.5,1,2,0.138629436,0.051986039,0,0.069314718,0.979936177,0.013049489,0.013049489,0.505131176,0.944687177,0.785572159,0.053276595,0.035552895,0.035552895,0.023725397,-351.2874105,0
3857,17,150,1,1,0.5,0.5,0.5,1,2,0,0,0,0,778.3825157,5.136445948,5.136445948,0.034145543,0.833811918,0.626840488,136.1203615,-66.58210994,-66.58210994,68.43760508,-514.6772511,0
3858,18,150,1,1,0.5,0.5,0.5,1,2,0,0,0,0,2208.180134,209.9332169,209.9332169,31.32030187,-0.949136121,-0.132570451,520.359729,-93.88123212,-93.88123212,81.02972534,-477.9652017,0
3859,19,150,1,1,0.5,0.5,0.5,1,2,0,0,0,0,2371.582891,1358.725141,1358.725141,2341.746575,0.508958177,1.080141157,631.8988916,-103.4167902,-103.4167902,719.334664,-481.052081,0
3860,20,150,1,1,0.5,0.5,0.5,1,2,0,0,0,0,30.79050018,74.77881427,74.77881427,246.3167384,0.183067127,0.050624486,19.63443959,-24.9670305,-24.9670305,132.1779086,-443.0158753,0
3861,21,150,2,1,0.5,0.5,0.5,1,2,1.386294361,0,0,0.693147181,319.7688314,-180.6549946,-180.6549946,158.2075205,0.827991704,1.656310286,1198.378019,-1130.572376,-1130.572376,1159.54964,-204.921953,0
3862,22,150,2,1,0.5,0.5,0.5,1,2,1.386294361,0.519860385,0.519860385,0.693147181,15.9093945,62.91749434,62.91749434,248.9570811,1.203657038,1.569103751,15.34525962,28.85679572,28.85679572,409.8319942,-237.409909,0
3863,23,150,2,1,0.5,0.5,0.5,1,2,1.386294361,-0.519860385,-0.519860385,0.693147181,65.25675187,100.4746612,100.4746612,167.8521306,0.870096933,1.734638265,33.91831163,11.30185007,11.30185007,76.86084916,-291.1959701,0
3864,24,150,2,1,0.5,0.5,0.5,1,2,1.386294361,0.519860385,0,0.693147181,57.03109433,5.882132147,5.882132147,201.2371241,0.926467935,1.965376079,162.8445064,-157.762916,-157.762916,624.3134425,-185.4965202,0
3865,25,150,3,1,0.5,0.5,0.5,1,2,0.693147181,0,0,0.34657359,474.3738447,527.1374426,527.1374426,599.3730898,0.81622989,1.295424452,294.3684006,340.6781122,340.6781122,428.7377913,-302.6013781,0
3866,26,150,3,1,0.5,0.5,0.5,1,2,0.693147181,0.259930193,0.259930193,0.34657359,639.0853508,11.95054296,11.95054296,675.1640823,1.054174429,1.592177938,667.4661325,-120.6012343,-120.6012343,743.1020394,-313.4665172,0
3867,27,150,3,1,0.5,0.5,0.5,1,2,0.693147181,-0.259930193,-0.259930193,0.34657359,539.5101609,828.3259146,828.3259146,1271.754126,1.018007364,1.85951934,122.3360309,84.83188471,84.83188471,341.3065657,-370.3504341,0
3868,28,150,3,1,0.5,0.5,0.5,1,2,0.693147181,0.259930193,0,0.34657359,22.50812835,-0.287181462,-0.287181462,38.61854343,0.985600545,1.735682661,35.22584212,-25.9434518,-25.9434518,50.12644371,-305.5646375,0
3869,29,150,4,1,0.5,0.5,0.5,1,2,0.138629436,0,0,0.069314718,1.432522824,0.703320978,0.703320978,0.601999632,1.151159422,0.99576022,0.27704787,0.138251403,0.138251403,0.087610126,-305.6008787,0
3870,30,150,4,1,0.5,0.5,0.5,1,2,0.138629436,0.051986039,0.051986039,0.069314718,0.980655015,0.526097422,0.526097422,0.525931931,0.500667909,0.910511316,0.067154359,0.030847629,0.030847629,0.126962876,-286.6278978,0
3871,31,150,4,1,0.5,0.5,0.5,1,2,0.138629436,-0.051986039,-0.051986039,0.069314718,1.142776115,0.596423684,0.596423684,0.672759706,-0.180933448,0.204552896,0.25984167,-0.04719676,-0.04719676,0.303303288,-297.3636627,0
3872,32,150,4,1,0.5,0.5,0.5,1,2,0.138629436,0.051986039,0,0.069314718,0.97266907,0.494599158,0.494599158,0.46826931,1.387776338,1.729082803,0.167283888,0.019054827,0.019054827,0.002170492,-279.7028221,0
3873,33,150,1,1,-0.5,-0.5,0.5,1,2,0,0,0,0,4298.394707,-2229.19769,-2229.19769,4941.13257,0.177148316,0.91313224,1248.385747,1129.713031,1129.713031,2442.078116,-491.7643313,0
3874,34,150,1,1,-0.5,-0.5,0.5,1,2,0,0,0,0,6619.685276,-1872.570861,-1872.570861,4701.810148,0.316454413,-1.205753671,1519.054285,1260.051244,1260.051244,2426.739116,-515.0919967,0
3875,35,150,1,1,-0.5,-0.5,0.5,1,2,0,0,0,0,867.1412348,-142.4550353,-142.4550353,23.40269389,0.447143643,-1.258013776,140.0089056,33.49185333,33.49185333,45.20346612,-491.4842783,0
3876,36,150,1,1,-0.5,-0.5,0.5,1,2,0,0,0,0,1059.354909,-146.3466592,-146.3466592,20.21740872,0.177767438,0.044773831,197.2967437,21.35771598,21.35771598,28.16637809,-480.9737468,0
3877,37,150,2,1,-0.5,-0.5,0.5,1,2,1.386294361,0,0,0.693147181,19.61225534,-48.17884318,-48.17884318,118.3546165,1.042032911,1.694423534,17.87408783,-17.4653126,-17.4653126,134.3914627,-231.374683,0
3878,38,150,2,1,-0.5,-0.5,0.5,1,2,1.386294361,0.519860385,0.519860385,0.693147181,56.7707835,-107.6855867,-107.6855867,204.2633156,1.103075328,1.90464283,35.55780039,-33.79492125,-33.79492125,143.107081,-240.4615498,0
3879,39,150,2,1,-0.5,-0.5,0.5,1,2,1.386294361,-0.519860385,-0.519860385,0.693147181,235.1317379,199.7846848,199.7846848,186.1386807,0.819306962,1.654034955,607.9666591,568.2986093,568.2986093,552.613556,-232.9414115,0
3880,40,150,2,1,-0.5,-0.5,0.5,1,2,1.386294361,0.519860385,0,0.693147181,211.9632348,125.4651743,125.4651743,101.1599295,0.944221397,2.090702263,583.8963595,416.272935,416.272935,323.4063433,-248.5086625,0
3881,41,150,3,1,-0.5,-0.5,0.5,1,2,0.693147181,0,0,0.34657359,1.734161132,-18.71963222,-18.71963222,202.1197505,0.895694459,1.732628572,36.81078884,70.8206239,70.8206239,287.220171,-283.422239,0
3882,42,150,3,1,-0.5,-0.5,0.5,1,2,0.693147181,0.259930193,0.259930193,0.34657359,1242.565982,-1126.762221,-1126.762221,1368.537682,0.98849344,1.868737242,554.9705121,-69.36976192,-69.36976192,576.1577862,-345.2503681,0
3883,43,150,3,1,-0.5,-0.5,0.5,1,2,0.693147181,-0.259930193,-0.259930193,0.34657359,414.3747222,-12.24095325,-12.24095325,0.361608602,0.484008123,1.095956681,360.7972765,55.25559045,55.25559045,23.68786587,-312.1064928,0
3884,44,150,3,1,-0.5,-0.5,0.5,1,2,0.693147181,0.259930193,0,0.34657359,56.03078349,11.58526589,11.58526589,16.30360602,1.061209131,1.404778628,107.8117381,63.33858104,63.33858104,43.85793163,-335.3804028,0
3885,45,150,4,1,-0.5,-0.5,0.5,1,2,0.138629436,0,0,0.069314718,0.986697476,-0.437455547,-0.437455547,0.479145852,0.881365933,0.057850943,0.159897111,-0.025766129,-0.025766129,0.108086477,-292.502922,0
3886,46,150,4,1,-0.5,-0.5,0.5,1,2,0.138629436,0.051986039,0.051986039,0.069314718,0.630570407,-0.393304748,-0.393304748,0.567842334,0.094639973,1.111331025,0.061753341,0.120633405,0.120633405,0.235655196,-266.6783856,0
3887,47,150,4,1,-0.5,-0.5,0.5,1,2,0.138629436,-0.051986039,-0.051986039,0.069314718,1.073301568,-0.586355284,-0.586355284,0.556598631,0.678146974,0.475784359,0.203715906,-0.1100152,-0.1100152,0.059412867,-285.751988,0
3888,48,150,4,1,-0.5,-0.5,0.5,1,2,0.138629436,0.051986039,0,0.069314718,0.864042851,-0.498894172,-0.498894172,0.531531009,0.567209075,0.724174205,0.151812551,0.055047514,0.055047514,0.019960336,-279.4361554,52
3889,1,150,1,1,0,0,0.5,1,2,0,0,0,0,108.4855669,86.73418268,86.73418268,85.55017784,0.384887824,-0.107063239,12.79914581,9.706582031,9.706582031,21.69205657,-515.3609907,0
3890,2,150,1,1,0,0,0.5,1,2,0,0,0,0,115.1657476,200.5566775,200.5566775,510.2952552,0.394283788,0.876493244,30.37260183,71.36655716,71.36655716,203.5545252,-532.8172295,0
3891,3,150,1,1,0,0,0.5,1,2,0,0,0,0,1701.816812,66.34813124,66.34813124,1625.64192,1.115690987,1.015089821,335.5168636,-91.24398489,-91.24398489,487.1395372,-537.6700429,0
3892,4,150,1,1,0,0,0.5,1,2,0,0,0,0,4149.836867,213.2415772,213.2415772,680.4096031,-1.26490258,0.439276274,421.3342563,-18.20456279,-18.20456279,295.9963771,-555.09008,0
3893,5,150,2,1,0,0,0.5,1,2,1.386294361,0,0,0.693147181,299.133769,-52.0888481,-52.0888481,372.1401425,0.978210869,1.848633229,366.8471454,-71.25431142,-71.25431142,505.4359804,-283.6829703,0
3894,6,150,2,1,0,0,0.5,1,2,1.386294361,0.519860385,0.519860385,0.693147181,104.1327366,97.187157,97.187157,107.4156765,1.144553102,1.729689036,197.3247961,179.8939177,179.8939177,175.7519546,-299.2860141,0
3895,7,150,2,1,0,0,0.5,1,2,1.386294361,-0.519860385,-0.519860385,0.693147181,13.7609388,-15.40836128,-15.40836128,244.6791273,0.407289633,1.237594102,84.01539136,-125.3372214,-125.3372214,294.961338,-309.3820118,0
3896,8,150,2,1,0,0,0.5,1,2,1.386294361,0.519860385,0,0.693147181,71.23169521,19.75543464,19.75543464,10.22736736,1.015025554,1.853579554,113.6111373,38.44966713,38.44966713,18.98003929,-268.392543,0
3897,9,150,3,1,0,0,0.5,1,2,0.693147181,0,0,0.34657359,9.891318234,1.916249917,1.916249917,16.57359891,1.107620696,1.855320552,9.15991237,2.153798847,2.153798847,18.25836623,-318.2829143,0
3898,10,150,3,1,0,0,0.5,1,2,0.693147181,0.259930193,0.259930193,0.34657359,7.518020385,-2.906921894,-2.906921894,20.366645,1.261407306,0.931825566,6.268465693,1.697286504,1.697286504,13.65005725,-361.6374586,0
3899,11,150,3,1,0,0,0.5,1,2,0.693147181,-0.259930193,-0.259930193,0.34657359,18.5208894,4.850802558,4.850802558,8.373682223,0.735411537,1.474397126,11.82297209,-2.927672827,-2.927672827,6.084311118,-376.2256078,0
3900,12,150,3,1,0,0,0.5,1,2,0.693147181,0.259930193,0,0.34657359,73.28056936,-115.7286156,-115.7286156,182.7649491,1.006836537,1.918749479,38.55822573,-76.7143248,-76.7143248,170.610801,-346.50365,0
3901,13,150,4,1,0,0,0.5,1,2,0.138629436,0,0,0.069314718,66.54156893,-6.19358117,-6.19358117,20.88321236,0.583644493,0.019814213,27.3235812,-5.129181458,-5.129181458,8.322193877,-462.3684913,0
3902,14,150,4,1,0,0,0.5,1,2,0.138629436,0.051986039,0.051986039,0.069314718,97.55554003,181.5583688,181.5583688,687.9019487,1.09542814,0.927602784,31.63411585,66.54582831,66.54582831,248.0120078,-493.373487,0
3903,15,150,4,1,0,0,0.5,1,2,0.138629436,-0.051986039,-0.051986039,0.069314718,1107.384896,-215.8701811,-215.8701811,159.897757,-0.254081561,-0.2961704,343.07718,-96.47594948,-96.47594948,56.55273127,-516.5614742,0
3904,16,150,4,1,0,0,0.5,1,2,0.138629436,0.051986039,0,0.069314718,282.4125648,-13.65189144,-13.65189144,31.77517781,0.408191457,0.101149449,45.63397391,-11.21846104,-11.21846104,15.97507075,-533.2020451,0
3905,17,150,1,1,0.5,0.5,0.5,1,2,0,0,0,0,1634.475971,565.7537663,565.7537663,757.1058289,-1.886108142,-0.325618132,302.0981351,-18.67096281,-18.67096281,306.4306083,-494.0492704,0
3906,18,150,1,1,0.5,0.5,0.5,1,2,0,0,0,0,217.3841029,-93.73230334,-93.73230334,206.8001352,0.3417068,-0.041427721,126.4974756,-116.3186922,-116.3186922,157.3604928,-452.1096463,0
3907,19,150,1,1,0.5,0.5,0.5,1,2,0,0,0,0,1294.567712,651.0636108,651.0636108,1105.661685,-0.829303135,-0.107689748,294.6941018,-2.546541495,-2.546541495,382.7848472,-486.4579022,0
